Data are continuously updated and reviewed.,,
The format of this file is as follows:,,
POS.  1-8   = Date of daily flow  CCYYMMDD,,
POS. 10-18  = Daily avg flow rate in cubic metres/sec 99999.999,,
POS. 20-24  = Quality code,,
,,
B7H026,,
Variable 100.00 Surface Water Level,,
,,
date,discharge,quality
19990511,,255
19990512,,255
19990513,,255
19990514,,255
19990515,,255
19990516,,255
19990517,,255
19990518,,255
19990519,,255
19990520,,255
19990521,,255
19990522,,255
19990523,,255
19990524,,255
19990525,,255
19990526,,255
19990527,,255
19990528,,255
19990529,,255
19990530,,255
19990531,,255
19990601,,255
19990602,,255
19990603,,255
19990604,,255
19990605,,255
19990606,,255
19990607,,255
19990608,,255
19990609,,255
19990610,,255
19990611,,255
19990612,,255
19990613,,255
19990614,,255
19990615,,255
19990616,,255
19990617,,255
19990618,,255
19990619,,255
19990620,,255
19990621,,255
19990622,,255
19990623,,255
19990624,,255
19990625,,255
19990626,,255
19990627,,255
19990628,,255
19990629,,255
19990630,,255
19990701,,255
19990702,,255
19990703,,255
19990704,,255
19990705,,255
19990706,,255
19990707,,255
19990708,,255
19990709,,255
19990710,,255
19990711,,255
19990712,,255
19990713,,255
19990714,,255
19990715,,255
19990716,,255
19990717,,255
19990718,,255
19990719,,255
19990720,,255
19990721,,255
19990722,,255
19990723,,255
19990724,,255
19990725,,255
19990726,,255
19990727,,255
19990728,,255
19990729,,255
19990730,,255
19990731,,255
19990801,,255
19990802,,255
19990803,,255
19990804,,255
19990805,,255
19990806,,255
19990807,,255
19990808,,255
19990809,,255
19990810,,255
19990811,,255
19990812,,255
19990813,,255
19990814,,255
19990815,,255
19990816,,255
19990817,,255
19990818,,255
19990819,,255
19990820,,255
19990821,,255
19990822,,255
19990823,,255
19990824,,255
19990825,,255
19990826,,255
19990827,,255
19990828,,255
19990829,,255
19990830,,255
19990831,,255
19990901,,255
19990902,,255
19990903,,255
19990904,,255
19990905,,255
19990906,,255
19990907,,255
19990908,,255
19990909,,255
19990910,,255
19990911,,255
19990912,,255
19990913,,255
19990914,,255
19990915,,255
19990916,,255
19990917,,255
19990918,,255
19990919,,255
19990920,,255
19990921,,255
19990922,,255
19990923,,255
19990924,,255
19990925,,255
19990926,,255
19990927,,255
19990928,,255
19990929,,255
19990930,,255
19991001,,255
19991002,,255
19991003,,255
19991004,,255
19991005,,255
19991006,,255
19991007,,255
19991008,,255
19991009,,255
19991010,,255
19991011,,255
19991012,,255
19991013,,255
19991014,,255
19991015,,255
19991016,,255
19991017,,255
19991018,,255
19991019,,255
19991020,,255
19991021,,255
19991022,,255
19991023,,255
19991024,,255
19991025,,255
19991026,,255
19991027,,255
19991028,,255
19991029,,255
19991030,,255
19991031,,255
19991101,,255
19991102,,255
19991103,,255
19991104,,255
19991105,,255
19991106,,255
19991107,,255
19991108,,255
19991109,,255
19991110,,255
19991111,,255
19991112,,255
19991113,,255
19991114,,255
19991115,,255
19991116,,255
19991117,,255
19991118,,255
19991119,,255
19991120,,255
19991121,,255
19991122,,255
19991123,,255
19991124,,255
19991125,,255
19991126,,255
19991127,,255
19991128,,255
19991129,,255
19991130,,255
19991201,,255
19991202,,255
19991203,,255
19991204,,255
19991205,,255
19991206,,255
19991207,,255
19991208,,255
19991209,,255
19991210,,255
19991211,,255
19991212,,255
19991213,,255
19991214,,255
19991215,,255
19991216,,255
19991217,,255
19991218,,255
19991219,,255
19991220,,255
19991221,,255
19991222,,255
19991223,,255
19991224,,255
19991225,,255
19991226,,255
19991227,,255
19991228,,255
19991229,,255
19991230,,255
19991231,,255
20000101,,255
20000102,,255
20000103,,255
20000104,,255
20000105,,255
20000106,,255
20000107,,255
20000108,,255
20000109,,255
20000110,,255
20000111,,255
20000112,,255
20000113,,255
20000114,,255
20000115,,255
20000116,,255
20000117,,255
20000118,,255
20000119,,255
20000120,,255
20000121,,255
20000122,,255
20000123,,255
20000124,,255
20000125,,255
20000126,,255
20000127,,255
20000128,,255
20000129,,255
20000130,,255
20000131,,255
20000201,,255
20000202,,255
20000203,,255
20000204,,255
20000205,,255
20000206,,255
20000207,,255
20000208,,255
20000209,,255
20000210,,255
20000211,,255
20000212,,255
20000213,,255
20000214,,255
20000215,,255
20000216,,255
20000217,,255
20000218,,255
20000219,,255
20000220,,255
20000221,,255
20000222,,255
20000223,,255
20000224,,255
20000225,,255
20000226,,255
20000227,,255
20000228,,255
20000229,,255
20000301,,255
20000302,,255
20000303,,255
20000304,,255
20000305,,255
20000306,,255
20000307,,255
20000308,,255
20000309,,255
20000310,,255
20000311,,255
20000312,,255
20000313,,255
20000314,,255
20000315,,255
20000316,,255
20000317,,255
20000318,,255
20000319,,255
20000320,,255
20000321,,255
20000322,,255
20000323,,255
20000324,,255
20000325,,255
20000326,,255
20000327,,255
20000328,,255
20000329,,255
20000330,,255
20000331,,255
20000401,,255
20000402,,255
20000403,,255
20000404,,255
20000405,,255
20000406,,255
20000407,,255
20000408,,255
20000409,,255
20000410,,255
20000411,,255
20000412,,255
20000413,,255
20000414,,255
20000415,,255
20000416,,255
20000417,,255
20000418,,255
20000419,,255
20000420,,255
20000421,,255
20000422,,255
20000423,,255
20000424,,255
20000425,,255
20000426,,255
20000427,,255
20000428,,255
20000429,,255
20000430,,255
20000501,,255
20000502,,255
20000503,,255
20000504,,255
20000505,,255
20000506,,255
20000507,,255
20000508,,255
20000509,,255
20000510,,255
20000511,,255
20000512,,255
20000513,,255
20000514,,255
20000515,,255
20000516,,255
20000517,,255
20000518,,255
20000519,,255
20000520,,255
20000521,,255
20000522,,255
20000523,,255
20000524,,255
20000525,,255
20000526,,255
20000527,,255
20000528,,255
20000529,,255
20000530,,255
20000531,,255
20000601,,255
20000602,,255
20000603,,255
20000604,,255
20000605,,255
20000606,,255
20000607,,255
20000608,,255
20000609,,255
20000610,,255
20000611,,255
20000612,,255
20000613,,255
20000614,,255
20000615,,255
20000616,,255
20000617,,255
20000618,,255
20000619,,255
20000620,,255
20000621,,255
20000622,,255
20000623,,255
20000624,,255
20000625,,255
20000626,,255
20000627,,255
20000628,,255
20000629,,255
20000630,,255
20000701,,255
20000702,,255
20000703,,255
20000704,,255
20000705,,255
20000706,,255
20000707,,255
20000708,,255
20000709,,255
20000710,,255
20000711,,255
20000712,,255
20000713,,255
20000714,,255
20000715,,255
20000716,,255
20000717,,255
20000718,,255
20000719,,255
20000720,,255
20000721,,255
20000722,,255
20000723,,255
20000724,,255
20000725,,255
20000726,,255
20000727,,255
20000728,,255
20000729,,255
20000730,,255
20000731,,255
20000801,,255
20000802,,255
20000803,,255
20000804,,255
20000805,,255
20000806,,255
20000807,,255
20000808,,255
20000809,,255
20000810,,255
20000811,,255
20000812,,255
20000813,,255
20000814,,255
20000815,,255
20000816,,255
20000817,,255
20000818,,255
20000819,,255
20000820,,255
20000821,,255
20000822,,255
20000823,,255
20000824,,255
20000825,,255
20000826,,255
20000827,,255
20000828,,255
20000829,,255
20000830,,255
20000831,,255
20000901,,255
20000902,,255
20000903,,255
20000904,,255
20000905,,255
20000906,,255
20000907,,255
20000908,,255
20000909,,255
20000910,,255
20000911,,255
20000912,,255
20000913,,255
20000914,,255
20000915,,255
20000916,,255
20000917,,255
20000918,,255
20000919,,255
20000920,,255
20000921,,255
20000922,,255
20000923,,255
20000924,,255
20000925,,255
20000926,,255
20000927,,255
20000928,,255
20000929,,255
20000930,,255
20001001,,255
20001002,,255
20001003,,255
20001004,,255
20001005,,255
20001006,,255
20001007,,255
20001008,,255
20001009,,255
20001010,,255
20001011,,255
20001012,,255
20001013,,255
20001014,,255
20001015,,255
20001016,,255
20001017,,255
20001018,,255
20001019,,255
20001020,,255
20001021,,255
20001022,,255
20001023,,255
20001024,,255
20001025,,255
20001026,,255
20001027,,255
20001028,,255
20001029,,255
20001030,,255
20001031,,255
20001101,,255
20001102,,255
20001103,,255
20001104,,255
20001105,,255
20001106,,255
20001107,,255
20001108,,255
20001109,,255
20001110,,255
20001111,,255
20001112,,255
20001113,,255
20001114,,255
20001115,,255
20001116,,255
20001117,,255
20001118,,255
20001119,,255
20001120,,255
20001121,,255
20001122,,255
20001123,,255
20001124,,255
20001125,,255
20001126,,255
20001127,,255
20001128,,255
20001129,,255
20001130,,255
20001201,,255
20001202,,255
20001203,,255
20001204,,255
20001205,,255
20001206,,255
20001207,,255
20001208,,255
20001209,,255
20001210,,255
20001211,,255
20001212,,255
20001213,,255
20001214,,255
20001215,,255
20001216,,255
20001217,,255
20001218,,255
20001219,,255
20001220,,255
20001221,,255
20001222,,255
20001223,,255
20001224,,255
20001225,,255
20001226,,255
20001227,,255
20001228,,255
20001229,,255
20001230,,255
20001231,,255
20010101,,255
20010102,,255
20010103,,255
20010104,,255
20010105,,255
20010106,,255
20010107,,255
20010108,,255
20010109,,255
20010110,,255
20010111,,255
20010112,,255
20010113,,255
20010114,,255
20010115,,255
20010116,,255
20010117,,255
20010118,,255
20010119,,255
20010120,,255
20010121,,255
20010122,,255
20010123,,255
20010124,,255
20010125,,255
20010126,,255
20010127,,255
20010128,,255
20010129,,255
20010130,,255
20010131,,255
20010201,,255
20010202,,255
20010203,,255
20010204,,255
20010205,,255
20010206,,255
20010207,,255
20010208,,255
20010209,,255
20010210,,255
20010211,,255
20010212,,255
20010213,,255
20010214,,255
20010215,,255
20010216,,255
20010217,,255
20010218,,255
20010219,,255
20010220,,255
20010221,,255
20010222,,255
20010223,,255
20010224,,255
20010225,,255
20010226,,255
20010227,,255
20010228,,255
20010301,,255
20010302,,255
20010303,,255
20010304,,255
20010305,,255
20010306,,255
20010307,,255
20010308,,255
20010309,,255
20010310,,255
20010311,,255
20010312,,255
20010313,,255
20010314,,255
20010315,,255
20010316,,255
20010317,,255
20010318,,255
20010319,,255
20010320,,255
20010321,,255
20010322,,255
20010323,,255
20010324,,255
20010325,,255
20010326,,255
20010327,,255
20010328,,255
20010329,,255
20010330,,255
20010331,,255
20010401,,255
20010402,,255
20010403,,255
20010404,,255
20010405,,255
20010406,,255
20010407,,255
20010408,,255
20010409,,255
20010410,,255
20010411,,255
20010412,,255
20010413,,255
20010414,,255
20010415,,255
20010416,,255
20010417,,255
20010418,,255
20010419,,255
20010420,,255
20010421,,255
20010422,,255
20010423,,255
20010424,,255
20010425,,255
20010426,,255
20010427,,255
20010428,,255
20010429,,255
20010430,,255
20010501,,255
20010502,,255
20010503,,255
20010504,,255
20010505,,255
20010506,,255
20010507,,255
20010508,,255
20010509,,255
20010510,,255
20010511,,255
20010512,,255
20010513,,255
20010514,,255
20010515,,255
20010516,,255
20010517,,255
20010518,,255
20010519,,255
20010520,,255
20010521,,255
20010522,,255
20010523,,255
20010524,,255
20010525,,255
20010526,,255
20010527,,255
20010528,,255
20010529,,255
20010530,,255
20010531,,255
20010601,,255
20010602,,255
20010603,,255
20010604,,255
20010605,,255
20010606,,255
20010607,,255
20010608,,255
20010609,,255
20010610,,255
20010611,,255
20010612,,255
20010613,,255
20010614,,255
20010615,,255
20010616,,255
20010617,,255
20010618,,255
20010619,,255
20010620,,255
20010621,,255
20010622,,255
20010623,,255
20010624,,255
20010625,,255
20010626,,255
20010627,,255
20010628,,255
20010629,,255
20010630,,255
20010701,,255
20010702,,255
20010703,,255
20010704,,255
20010705,,255
20010706,,255
20010707,,255
20010708,,255
20010709,,255
20010710,,255
20010711,,255
20010712,,255
20010713,,255
20010714,,255
20010715,,255
20010716,,255
20010717,,255
20010718,,255
20010719,,255
20010720,,255
20010721,,255
20010722,,255
20010723,,255
20010724,,255
20010725,,255
20010726,,255
20010727,,255
20010728,,255
20010729,,255
20010730,,255
20010731,,255
20010801,,255
20010802,,255
20010803,,255
20010804,,255
20010805,,255
20010806,,255
20010807,,255
20010808,,255
20010809,,255
20010810,,255
20010811,,255
20010812,,255
20010813,,255
20010814,,255
20010815,,255
20010816,,255
20010817,,255
20010818,,255
20010819,,255
20010820,,255
20010821,,255
20010822,,255
20010823,,255
20010824,,255
20010825,,255
20010826,,255
20010827,,255
20010828,,255
20010829,,255
20010830,,255
20010831,,255
20010901,,255
20010902,,255
20010903,,255
20010904,,255
20010905,,255
20010906,,255
20010907,,255
20010908,,255
20010909,,255
20010910,,255
20010911,,255
20010912,,255
20010913,,255
20010914,,255
20010915,,255
20010916,,255
20010917,,255
20010918,,255
20010919,,255
20010920,,255
20010921,,255
20010922,,255
20010923,,255
20010924,,255
20010925,,255
20010926,,255
20010927,,255
20010928,,255
20010929,,255
20010930,,255
20011001,,255
20011002,,255
20011003,,255
20011004,,255
20011005,,255
20011006,,255
20011007,,255
20011008,,255
20011009,,255
20011010,,255
20011011,,255
20011012,,255
20011013,,255
20011014,,255
20011015,,255
20011016,,255
20011017,,255
20011018,,255
20011019,,255
20011020,,255
20011021,,255
20011022,,255
20011023,,255
20011024,,255
20011025,,255
20011026,,255
20011027,,255
20011028,,255
20011029,,255
20011030,,255
20011031,,255
20011101,,255
20011102,,255
20011103,,255
20011104,,255
20011105,,255
20011106,,255
20011107,,255
20011108,,255
20011109,,255
20011110,,255
20011111,,255
20011112,,255
20011113,,255
20011114,,255
20011115,,255
20011116,,255
20011117,,255
20011118,,255
20011119,,255
20011120,,255
20011121,,255
20011122,,255
20011123,,255
20011124,,255
20011125,,255
20011126,,255
20011127,,255
20011128,,255
20011129,,255
20011130,,255
20011201,,255
20011202,,255
20011203,,255
20011204,,255
20011205,,255
20011206,,255
20011207,,255
20011208,,255
20011209,,255
20011210,,255
20011211,,255
20011212,,255
20011213,,255
20011214,,255
20011215,,255
20011216,,255
20011217,,255
20011218,,255
20011219,,255
20011220,,255
20011221,,255
20011222,,255
20011223,,255
20011224,,255
20011225,,255
20011226,,255
20011227,,255
20011228,,255
20011229,,255
20011230,,255
20011231,,255
20020101,,255
20020102,,255
20020103,,255
20020104,,255
20020105,,255
20020106,,255
20020107,,255
20020108,,255
20020109,,255
20020110,,255
20020111,,255
20020112,,255
20020113,,255
20020114,,255
20020115,,255
20020116,,255
20020117,,255
20020118,,255
20020119,,255
20020120,,255
20020121,,255
20020122,,255
20020123,,255
20020124,,255
20020125,,255
20020126,,255
20020127,,255
20020128,,255
20020129,,255
20020130,,255
20020131,,255
20020201,,255
20020202,,255
20020203,,255
20020204,,255
20020205,,255
20020206,,255
20020207,,255
20020208,,255
20020209,,255
20020210,,255
20020211,,255
20020212,,255
20020213,,255
20020214,,255
20020215,,255
20020216,,255
20020217,,255
20020218,,255
20020219,,255
20020220,,255
20020221,,255
20020222,,255
20020223,,255
20020224,,255
20020225,,255
20020226,,255
20020227,,255
20020228,,255
20020301,,255
20020302,,255
20020303,,255
20020304,,255
20020305,,255
20020306,,255
20020307,,255
20020308,,255
20020309,,255
20020310,,255
20020311,,255
20020312,,255
20020313,,255
20020314,,255
20020315,,255
20020316,,255
20020317,,255
20020318,,255
20020319,,255
20020320,,255
20020321,,255
20020322,,255
20020323,,255
20020324,,255
20020325,,255
20020326,,255
20020327,,255
20020328,,255
20020329,,255
20020330,,255
20020331,,255
20020401,,255
20020402,,255
20020403,,255
20020404,,255
20020405,,255
20020406,,255
20020407,,255
20020408,,255
20020409,,255
20020410,,255
20020411,,255
20020412,,255
20020413,,255
20020414,,255
20020415,,255
20020416,,255
20020417,,255
20020418,,255
20020419,,255
20020420,,255
20020421,,255
20020422,,255
20020423,,255
20020424,,255
20020425,,255
20020426,,255
20020427,,255
20020428,,255
20020429,,255
20020430,,255
20020501,,255
20020502,,255
20020503,,255
20020504,,255
20020505,,255
20020506,,255
20020507,,255
20020508,,255
20020509,,255
20020510,,255
20020511,,255
20020512,,255
20020513,,255
20020514,,255
20020515,,255
20020516,,255
20020517,,255
20020518,,255
20020519,,255
20020520,,255
20020521,,255
20020522,,255
20020523,,255
20020524,,255
20020525,,255
20020526,,255
20020527,,255
20020528,,255
20020529,,255
20020530,,255
20020531,,255
20020601,,255
20020602,,255
20020603,,255
20020604,,255
20020605,,255
20020606,,255
20020607,,255
20020608,,255
20020609,,255
20020610,,255
20020611,,255
20020612,,255
20020613,,255
20020614,,255
20020615,,255
20020616,,255
20020617,,255
20020618,,255
20020619,,255
20020620,,255
20020621,,255
20020622,,255
20020623,,255
20020624,,255
20020625,,255
20020626,,255
20020627,,255
20020628,,255
20020629,,255
20020630,,255
20020701,,255
20020702,,255
20020703,,255
20020704,,255
20020705,,255
20020706,,255
20020707,,255
20020708,,255
20020709,,255
20020710,,255
20020711,,255
20020712,,255
20020713,,255
20020714,,255
20020715,,255
20020716,,255
20020717,,255
20020718,,255
20020719,,255
20020720,,255
20020721,,255
20020722,,255
20020723,,255
20020724,,255
20020725,,255
20020726,,255
20020727,,255
20020728,,255
20020729,,255
20020730,,255
20020731,,255
20020801,,255
20020802,,255
20020803,,255
20020804,,255
20020805,,255
20020806,,255
20020807,,255
20020808,,255
20020809,,255
20020810,,255
20020811,,255
20020812,,255
20020813,,255
20020814,,255
20020815,,255
20020816,,255
20020817,,255
20020818,,255
20020819,,255
20020820,,255
20020821,,255
20020822,,255
20020823,,255
20020824,,255
20020825,,255
20020826,,255
20020827,,255
20020828,,255
20020829,,255
20020830,,255
20020831,,255
20020901,,255
20020902,,255
20020903,,255
20020904,,255
20020905,,255
20020906,,255
20020907,,255
20020908,,255
20020909,,255
20020910,,255
20020911,,255
20020912,,255
20020913,,255
20020914,,255
20020915,,255
20020916,,255
20020917,,255
20020918,,255
20020919,,255
20020920,,255
20020921,,255
20020922,,255
20020923,,255
20020924,,255
20020925,,255
20020926,,255
20020927,,255
20020928,,255
20020929,,255
20020930,,255
20021001,,255
20021002,,255
20021003,,255
20021004,,255
20021005,,255
20021006,,255
20021007,,255
20021008,,255
20021009,,255
20021010,,255
20021011,,255
20021012,,255
20021013,,255
20021014,,255
20021015,,255
20021016,,255
20021017,,255
20021018,,255
20021019,,255
20021020,,255
20021021,,255
20021022,,255
20021023,,255
20021024,,255
20021025,,255
20021026,,255
20021027,,255
20021028,,255
20021029,,255
20021030,,255
20021031,,255
20021101,,255
20021102,,255
20021103,,255
20021104,,255
20021105,,255
20021106,,255
20021107,,255
20021108,,255
20021109,,255
20021110,,255
20021111,,255
20021112,,255
20021113,,255
20021114,,255
20021115,,255
20021116,,255
20021117,,255
20021118,,255
20021119,,255
20021120,,255
20021121,,255
20021122,,255
20021123,,255
20021124,,255
20021125,,255
20021126,,255
20021127,,255
20021128,,255
20021129,,255
20021130,,255
20021201,,255
20021202,,255
20021203,,255
20021204,,255
20021205,,255
20021206,,255
20021207,,255
20021208,,255
20021209,,255
20021210,,255
20021211,,255
20021212,,255
20021213,,255
20021214,,255
20021215,,255
20021216,,255
20021217,,255
20021218,,255
20021219,,255
20021220,,255
20021221,,255
20021222,,255
20021223,,255
20021224,,255
20021225,,255
20021226,,255
20021227,,255
20021228,,255
20021229,,255
20021230,,255
20021231,,255
20030101,,255
20030102,,255
20030103,,255
20030104,,255
20030105,,255
20030106,,255
20030107,,255
20030108,,255
20030109,,255
20030110,,255
20030111,,255
20030112,,255
20030113,,255
20030114,,255
20030115,,255
20030116,,255
20030117,,255
20030118,,255
20030119,,255
20030120,,255
20030121,,255
20030122,,255
20030123,,255
20030124,,255
20030125,,255
20030126,,255
20030127,,255
20030128,,255
20030129,,255
20030130,,255
20030131,,255
20030201,,255
20030202,,255
20030203,,255
20030204,,255
20030205,,255
20030206,,255
20030207,,255
20030208,,255
20030209,,255
20030210,,255
20030211,,255
20030212,,255
20030213,,255
20030214,,255
20030215,,255
20030216,,255
20030217,,255
20030218,,255
20030219,,255
20030220,,255
20030221,,255
20030222,,255
20030223,,255
20030224,,255
20030225,,255
20030226,,255
20030227,,255
20030228,,255
20030301,,255
20030302,,255
20030303,,255
20030304,,255
20030305,,255
20030306,,255
20030307,,255
20030308,,255
20030309,,255
20030310,,255
20030311,,255
20030312,,255
20030313,,255
20030314,,255
20030315,,255
20030316,,255
20030317,,255
20030318,,255
20030319,,255
20030320,,255
20030321,,255
20030322,,255
20030323,,255
20030324,,255
20030325,,255
20030326,,255
20030327,,255
20030328,,255
20030329,,255
20030330,,255
20030331,,255
20030401,,255
20030402,,255
20030403,,255
20030404,,255
20030405,,255
20030406,,255
20030407,,255
20030408,,255
20030409,,255
20030410,,255
20030411,,255
20030412,,255
20030413,,255
20030414,,255
20030415,,255
20030416,,255
20030417,,255
20030418,,255
20030419,,255
20030420,,255
20030421,,255
20030422,,255
20030423,,255
20030424,,255
20030425,,255
20030426,,255
20030427,,255
20030428,,255
20030429,,255
20030430,,255
20030501,,255
20030502,,255
20030503,,255
20030504,,255
20030505,,255
20030506,,255
20030507,,255
20030508,,255
20030509,,255
20030510,,255
20030511,,255
20030512,,255
20030513,,255
20030514,,255
20030515,,255
20030516,,255
20030517,,255
20030518,,255
20030519,,255
20030520,,255
20030521,,255
20030522,,255
20030523,,255
20030524,,255
20030525,,255
20030526,,255
20030527,,255
20030528,,255
20030529,,255
20030530,,255
20030531,,255
20030601,,255
20030602,,255
20030603,,255
20030604,,255
20030605,,255
20030606,,255
20030607,,255
20030608,,255
20030609,,255
20030610,,255
20030611,,255
20030612,,255
20030613,,255
20030614,,255
20030615,,255
20030616,,255
20030617,,255
20030618,,255
20030619,,255
20030620,,255
20030621,,255
20030622,,255
20030623,,255
20030624,,255
20030625,,255
20030626,,255
20030627,,255
20030628,,255
20030629,,255
20030630,,255
20030701,,255
20030702,,255
20030703,,255
20030704,,255
20030705,,255
20030706,,255
20030707,,255
20030708,,255
20030709,,255
20030710,,255
20030711,,255
20030712,,255
20030713,,255
20030714,,255
20030715,,255
20030716,,255
20030717,,255
20030718,,255
20030719,,255
20030720,,255
20030721,,255
20030722,,255
20030723,,255
20030724,,255
20030725,,255
20030726,,255
20030727,,255
20030728,,255
20030729,,255
20030730,,255
20030731,,255
20030801,,255
20030802,,255
20030803,,255
20030804,,255
20030805,,255
20030806,,255
20030807,,255
20030808,,255
20030809,,255
20030810,,255
20030811,,255
20030812,,255
20030813,,255
20030814,,255
20030815,,255
20030816,,255
20030817,,255
20030818,,255
20030819,,255
20030820,,255
20030821,,255
20030822,,255
20030823,,255
20030824,,255
20030825,,255
20030826,,255
20030827,,255
20030828,,255
20030829,,255
20030830,,255
20030831,,255
20030901,,255
20030902,,255
20030903,,255
20030904,,255
20030905,,255
20030906,,255
20030907,,255
20030908,,255
20030909,,255
20030910,,255
20030911,,255
20030912,,255
20030913,,255
20030914,,255
20030915,,255
20030916,,255
20030917,,255
20030918,,255
20030919,,255
20030920,,255
20030921,,255
20030922,,255
20030923,,255
20030924,,255
20030925,,255
20030926,,255
20030927,,255
20030928,,255
20030929,,255
20030930,,255
20031001,,255
20031002,,255
20031003,,255
20031004,,255
20031005,,255
20031006,,255
20031007,,255
20031008,,255
20031009,,255
20031010,,255
20031011,,255
20031012,,255
20031013,,255
20031014,,255
20031015,,255
20031016,,255
20031017,,255
20031018,,255
20031019,,255
20031020,,255
20031021,,255
20031022,,255
20031023,,255
20031024,,255
20031025,,255
20031026,,255
20031027,,255
20031028,,255
20031029,,255
20031030,,255
20031031,,255
20031101,,255
20031102,,255
20031103,,255
20031104,,255
20031105,,255
20031106,,255
20031107,,255
20031108,,255
20031109,,255
20031110,,255
20031111,,255
20031112,,255
20031113,,255
20031114,,255
20031115,,255
20031116,,255
20031117,,255
20031118,,255
20031119,,255
20031120,,255
20031121,,255
20031122,,255
20031123,,255
20031124,,255
20031125,,255
20031126,,255
20031127,,255
20031128,,255
20031129,,255
20031130,,255
20031201,,255
20031202,,255
20031203,,255
20031204,,255
20031205,,255
20031206,,255
20031207,,255
20031208,,255
20031209,,255
20031210,,255
20031211,,255
20031212,,255
20031213,,255
20031214,,255
20031215,,255
20031216,,255
20031217,,255
20031218,,255
20031219,,255
20031220,,255
20031221,,255
20031222,,255
20031223,,255
20031224,,255
20031225,,255
20031226,,255
20031227,,255
20031228,,255
20031229,,255
20031230,,255
20031231,,255
20040101,,255
20040102,,255
20040103,,255
20040104,,255
20040105,,255
20040106,,255
20040107,,255
20040108,,255
20040109,,255
20040110,,255
20040111,,255
20040112,,255
20040113,,255
20040114,,255
20040115,,255
20040116,,255
20040117,,255
20040118,,255
20040119,,255
20040120,,255
20040121,,255
20040122,,255
20040123,,255
20040124,,255
20040125,,255
20040126,,255
20040127,,255
20040128,,255
20040129,,255
20040130,,255
20040131,,255
20040201,,255
20040202,,255
20040203,,255
20040204,,255
20040205,,255
20040206,,255
20040207,,255
20040208,,255
20040209,,255
20040210,,255
20040211,,255
20040212,,255
20040213,,255
20040214,,255
20040215,,255
20040216,,255
20040217,,255
20040218,,255
20040219,,255
20040220,,255
20040221,,255
20040222,,255
20040223,,255
20040224,,255
20040225,,255
20040226,,255
20040227,,255
20040228,,255
20040229,,255
20040301,,255
20040302,,255
20040303,,255
20040304,,255
20040305,,255
20040306,,255
20040307,,255
20040308,,255
20040309,,255
20040310,,255
20040311,,255
20040312,,255
20040313,,255
20040314,,255
20040315,,255
20040316,,255
20040317,,255
20040318,,255
20040319,,255
20040320,,255
20040321,,255
20040322,,255
20040323,,255
20040324,,255
20040325,,255
20040326,,255
20040327,,255
20040328,,255
20040329,,255
20040330,,255
20040331,,255
20040401,,255
20040402,,255
20040403,,255
20040404,,255
20040405,,255
20040406,,255
20040407,,255
20040408,,255
20040409,,255
20040410,,255
20040411,,255
20040412,,255
20040413,,255
20040414,,255
20040415,,255
20040416,,255
20040417,,255
20040418,,255
20040419,,255
20040420,,255
20040421,,255
20040422,,255
20040423,,255
20040424,,255
20040425,,255
20040426,,255
20040427,,255
20040428,,255
20040429,,255
20040430,,255
20040501,,255
20040502,,255
20040503,,255
20040504,,255
20040505,,255
20040506,,255
20040507,,255
20040508,,255
20040509,,255
20040510,,255
20040511,,255
20040512,,255
20040513,,255
20040514,,255
20040515,,255
20040516,,255
20040517,,255
20040518,,255
20040519,,255
20040520,,255
20040521,,255
20040522,,255
20040523,,255
20040524,,255
20040525,,255
20040526,,255
20040527,,255
20040528,,255
20040529,,255
20040530,,255
20040531,,255
20040601,,255
20040602,,255
20040603,,255
20040604,,255
20040605,,255
20040606,,255
20040607,,255
20040608,,255
20040609,,255
20040610,,255
20040611,,255
20040612,,255
20040613,,255
20040614,,255
20040615,,255
20040616,,255
20040617,,255
20040618,,255
20040619,,255
20040620,,255
20040621,,255
20040622,,255
20040623,,255
20040624,,255
20040625,,255
20040626,,255
20040627,,255
20040628,,255
20040629,,255
20040630,,255
20040701,,255
20040702,,255
20040703,,255
20040704,,255
20040705,,255
20040706,,255
20040707,,255
20040708,,255
20040709,,255
20040710,,255
20040711,,255
20040712,,255
20040713,,255
20040714,,255
20040715,,255
20040716,,255
20040717,,255
20040718,,255
20040719,,255
20040720,,255
20040721,,255
20040722,,255
20040723,,255
20040724,,255
20040725,,255
20040726,,255
20040727,,255
20040728,,255
20040729,,255
20040730,,255
20040731,,255
20040801,,255
20040802,,255
20040803,,255
20040804,,255
20040805,,255
20040806,,255
20040807,,255
20040808,,255
20040809,,255
20040810,,255
20040811,,255
20040812,,255
20040813,,255
20040814,,255
20040815,,255
20040816,,255
20040817,,255
20040818,,255
20040819,,255
20040820,,255
20040821,,255
20040822,,255
20040823,,255
20040824,,255
20040825,,255
20040826,,255
20040827,,255
20040828,,255
20040829,,255
20040830,,255
20040831,,255
20040901,,255
20040902,,255
20040903,,255
20040904,,255
20040905,,255
20040906,,255
20040907,,255
20040908,,255
20040909,,255
20040910,,255
20040911,,255
20040912,,255
20040913,,255
20040914,,255
20040915,,255
20040916,,255
20040917,,255
20040918,,255
20040919,,255
20040920,,255
20040921,,255
20040922,,255
20040923,,255
20040924,,255
20040925,,255
20040926,,255
20040927,,255
20040928,,255
20040929,,255
20040930,,255
20041001,,255
20041002,,255
20041003,,255
20041004,,255
20041005,,255
20041006,,255
20041007,,255
20041008,,255
